customer_id,customer_name,email,country,state,city,address,credit_score,income,debt_to_income_ratio,risk_tolerance,employment_status,credit_utilization_ratio,default_probability
3013,Judy Waters,vargasjeffrey@example.org,United States,California,North Corey,82419 Ford Stream,765,204076,0.26,High,Employed,0.16,0.01
3014,Cynthia Griffin,benjaminwarner@example.org,Mexico,,Clarkville,1361 Owens Ports Suite 895,505,131989,0.72,High,Employed,0.35,0.45
3015,Susan Martin,miranda55@example.net,United States,New York,Lake Michelle,54143 Noble Heights Apt. 872,703,129834,0.05,Medium,Retired,0.23,0.1182
3016,Kristin Sullivan,simmonsjose@example.org,United States,New York,Joeside,2509 Riley Gateway Suite 579,776,46998,0.25,Medium,Self-employed,0.11,0.1294
3017,Kendra Smith,vharris@example.net,United States,Texas,North Markstad,4505 Tanya Rapids Suite 537,412,30641,0.68,Medium,Employed,0.64,0.427
3018,Nicholas Tanner,stacey68@example.org,United States,Illinois,Port Michelleview,51834 Duarte Falls Suite 554,609,45171,0.18,Low,Employed,0.69,0.16
3019,Cassandra Ellison,andrew36@example.net,United States,California,Rhodesville,8340 Nancy Crossing,678,15806,0.6,Medium,Retired,0.18,0.1647
3020,Lori Bass,paul65@example.org,United States,Florida,West Michaelshire,930 Jenkins Mews Apt. 491,623,175296,0.44,Medium,Self-employed,0.39,0.2371
3021,Frank Cole,melissaandrews@example.com,United States,California,Bennettton,4362 James Rapid Apt. 121,644,47732,0.49,High,Employed,0.31,0.4561
3022,John Lee,beasleystacey@example.net,United States,California,New Davidton,981 Arnold Mission Apt. 666,683,168226,0.28,Medium,Employed,0.19,0.1725
3023,Jessica Johnson,jeffreypatel@example.net,United States,Texas,Sarahborough,2490 Megan Grove,698,22354,0.05,Medium,Employed,0.25,0.3595
3024,Victor Black,timothy38@example.com,United States,Texas,West Kevinbury,537 Tiffany Stravenue,806,142357,0.44,High,Employed,0.04,0.01
3025,Mary Wood,ashley20@example.org,United States,Texas,North Lorimouth,30201 Noah Plain,835,40299,0.12,Medium,Employed,0.19,0.01
3026,Jordan Morris MD,brandon18@example.org,United States,Illinois,Brownville,614 Paul Manor Apt. 443,705,21429,0.48,Low,Employed,0.05,0.1384
3027,Lori Lyons,smithbilly@example.net,United States,New York,Simpsontown,649 James Islands,824,220068,0.28,Medium,Retired,0.09,0.1225
3028,Terry Adams,edward53@example.org,United States,Florida,Greenhaven,9105 Scott Knolls Suite 563,707,145197,0.45,Medium,Employed,0.16,0.1816
3029,Ryan Payne,williamsonanthony@example.org,United States,Pennsylvania,South James,42012 Murray Turnpike,610,70928,0.88,Medium,Employed,0.01,0.3261
3030,Kevin Bray,sstephens@example.com,United States,New York,South Suzanneberg,28484 Clarence Street,706,61522,0.43,Low,Self-employed,0.19,0.01
3031,Yolanda Hernandez,brian47@example.net,United States,Texas,Port Tom,67161 Warren Hill,766,85102,0.26,Medium,Self-employed,0.05,0.1065
3032,Melissa Martinez,christopher55@example.org,United States,California,Lake Ericbury,33098 Williams Walk Apt. 429,698,69961,0.35,High,Employed,0.19,0.3877
3033,Lucas Sims,joshuabrowning@example.com,United States,New York,Karafort,464 Scott Meadows,771,31766,0.43,Medium,Employed,0.12,0.0775
3034,Adrian Rush,david21@example.net,Canada,,Ashleybury,9588 Frank Manors,774,43060,0.25,Low,Employed,0.17,0.0891
3035,Veronica Hall,sheilagarcia@example.org,United States,Texas,Cruzhaven,225 Johnston Underpass Suite 570,704,287383,0.58,Medium,Employed,0.48,0.209
3036,Ashley Cardenas,chaneydesiree@example.org,United States,Florida,North Terry,0730 Kelly Harbors Apt. 375,774,507740,0.14,Medium,Employed,0.37,0.0899
3037,Wendy Blake,lutzscott@example.org,United States,Florida,Dodsonmouth,16548 Myers Mission,630,209009,0.55,Medium,Employed,0.11,0.1761
3038,James Compton,matthew17@example.org,United States,California,Port Nathanshire,2136 Pamela Neck Apt. 472,828,87779,0.05,Medium,Employed,0.12,0.1389
3039,Victoria Vazquez,mark19@example.com,United States,California,Port Emma,64418 Kimberly Grove Apt. 085,833,45697,0.44,Medium,Self-employed,0.23,0.01
3040,Mary Jacobs,andrewbird@example.com,United States,California,New Jill,199 Michelle Ridges Suite 989,713,31617,0.31,High,Employed,0.13,0.0358
3041,Courtney Garcia,qjohnson@example.net,United States,Pennsylvania,Murphyshire,157 Benson Springs Apt. 671,645,33328,0.11,Medium,Employed,0.44,0.2216
3042,Michael Fox,zjordan@example.net,United States,California,Ibarrachester,68203 Thomas Path Suite 794,390,38460,0.5,Medium,Employed,0.46,0.4444
3043,Donna Lyons,shelby68@example.net,United States,Texas,North Mollymouth,18811 Gregory Trafficway Suite 873,838,334680,0.19,High,Self-employed,0.07,0.0999
3044,Erica Wolfe,clin@example.com,United States,Georgia,Williamton,169 Roberts Dam Apt. 134,705,253983,0.63,Low,Retired,0.19,0.1292
3045,Matthew Lambert,steven39@example.com,China,,Lake Paul,01684 Jones Drive Apt. 402,832,108773,0.38,Low,Retired,0.09,0.01
3046,Kimberly Rhodes,bradleymedina@example.com,United States,California,New Kathleen,0409 Baxter Wells Apt. 629,700,27764,0.22,High,Unemployed,0.13,0.2399
3047,Rachel Dawson,scottjackson@example.org,United States,Ohio,East Michael,27272 Ryan Mountain Suite 490,829,122325,0.43,Low,Employed,0.2,0.01
3048,Alan Bryant,thomasscott@example.net,United States,North Carolina,Sharonfort,830 Castro Dam,614,49469,0.62,Low,Employed,0.52,0.3708
3049,Amber Hahn,lfreeman@example.com,United States,Pennsylvania,Zacharymouth,9191 Velez Ways,640,15000,0.8,Medium,Employed,0.3,0.0542
3050,Teresa Johnson,kthomas@example.net,United States,Texas,South Heather,97970 Alvarez Wall,773,75333,0.28,Low,Employed,0.19,0.1029
3051,Victoria Campbell,williamsstephanie@example.net,United States,California,West Elizabethport,10367 Montoya Camp,772,30530,0.39,Medium,Employed,0.11,0.1527
3052,Morgan Thomas,leonzachary@example.org,United States,Georgia,Lake Matthew,034 Anthony Motorway,712,31368,0.39,Medium,Employed,0.1,0.1213
3053,Sierra Randolph,michael82@example.com,United States,Georgia,West Mackenzieside,986 Kidd Court Suite 488,475,49004,0.31,Medium,Employed,0.56,0.3814
3054,Spencer Jackson,krystalross@example.com,India,,Robertmouth,0464 Davis Square,740,40188,0.17,Low,Employed,0.1,0.2854
3055,Robert Gardner,robin66@example.org,United States,Texas,Carterfurt,5011 Barnett Valleys,646,58255,0.33,High,Unemployed,0.5,0.1666
3056,Wendy Bass,garciarobert@example.com,Japan,,East Laurenview,10969 Riley Falls Apt. 684,822,56057,0.12,Low,Employed,0.13,0.0968
3057,James Jones,carlos09@example.org,United States,New York,Whitetown,3295 Smith Key Suite 864,448,15000,0.88,Medium,Employed,0.51,0.4105
3058,Michelle Vasquez,lacey72@example.com,United States,California,New Lindsey,88970 Rocha Inlet,653,202040,0.38,High,Employed,0.48,0.0923
3059,Douglas Roberts,thomas99@example.org,United States,Texas,Paultown,734 Melissa Cliffs Suite 211,776,27263,0.13,Medium,Retired,0.14,0.177
3060,Sharon Sheppard,mnicholson@example.org,United States,California,Angelside,0383 Thompson Crescent,692,27947,0.4,Low,Self-employed,0.2,0.0799
3061,Anthony Contreras,elizabeth92@example.org,United States,Texas,Lake Joseph,7164 Laura Harbors,697,46035,0.39,Low,Employed,0.37,0.1728
3062,Daniel Campbell,roy66@example.org,United States,Georgia,Lynnview,80120 Clark Knoll Suite 599,814,54903,0.28,High,Employed,0.17,0.06
3063,Jared Kelly,nicholas67@example.com,United States,California,Harveymouth,4913 Park Cove Suite 940,766,192371,0.33,Medium,Self-employed,0.34,0.1287
3064,Brian Chaney,julia32@example.net,United States,Ohio,East Kevin,421 Ross Bridge Apt. 498,621,74275,0.9,High,Employed,0.49,0.3787
3065,Anthony Cameron,duransue@example.org,United States,Illinois,West Sheryl,1469 Marcus Shores Apt. 837,765,94199,0.05,Medium,Unemployed,0.04,0.1905
3066,Amanda Flores,kathydavis@example.net,United States,Texas,Gomezmouth,5095 Diane Forest,776,74580,0.27,Medium,Employed,0.28,0.0608
3067,Thomas Rowland,martinezholly@example.com,United States,Florida,Josephstad,208 Willis Alley,618,72053,0.43,Low,Employed,0.43,0.163
3068,Melissa Davis,renee59@example.net,Canada,,Port Cory,241 Rodriguez Lock Suite 536,769,76709,0.15,High,Retired,0.2,0.0762
3069,Pamela Harris,lambertedward@example.com,United States,Georgia,North Amyville,361 Adams Views,818,15000,0.47,Medium,Employed,0.1,0.0832
3070,Gail Collins,baxtercory@example.com,United States,Florida,South Bethanyland,726 David Freeway Suite 021,613,49023,0.32,Medium,Employed,0.67,0.4126
3071,Sean Cox,omcintosh@example.org,United States,Texas,Jasonview,121 Linda Valley,487,151722,0.5,Medium,Employed,0.74,0.4116
3072,David Estrada,iterry@example.net,United States,New York,Lake Priscillaburgh,62153 Best Green,614,1000000,0.47,Low,Retired,0.65,0.235
3073,Doris Luna,alberthiggins@example.net,Mexico,,Port Patrickland,844 Watson River Apt. 600,451,22846,0.34,Medium,Employed,0.56,0.4075
3074,Sarah Lopez,jasonbenson@example.com,United States,Illinois,Phillipsville,75180 Shane Keys Suite 582,771,83990,0.09,Medium,Employed,0.22,0.01
3075,Cynthia Simmons,mdavis@example.net,United States,New York,Susanview,790 Smith Valleys Apt. 090,709,37917,0.49,Low,Employed,0.01,0.1979
3076,Michael Rice,pgood@example.com,Canada,,Glennshire,7313 Goodman Spurs Suite 338,761,308082,0.16,Low,Retired,0.39,0.144
3077,Michael White,james59@example.net,United States,Texas,Cookfort,394 Rachel Extension,783,20271,0.19,Medium,Employed,0.01,0.0258
3078,Patricia Wilkerson,julia60@example.com,United States,Florida,Port Amanda,87447 Rocha Lights,704,98710,0.11,Medium,Employed,0.16,0.0693
3079,Jonathan Cantrell,christinechapman@example.org,United States,Michigan,Amyborough,423 Hampton Lodge Suite 393,611,19423,0.69,Low,Employed,0.56,0.4111
3080,Lisa Johnson,monicagonzalez@example.net,Japan,,Lake Maria,91929 Harrison Square,756,46404,0.21,Low,Self-employed,0.3,0.2552
3081,Jennifer Frazier,heathelizabeth@example.net,United States,California,Ramirezview,659 Thomas Views Suite 812,774,58252,0.2,High,Retired,0.19,0.0702
3082,Virginia Anderson,umartinez@example.net,United States,California,Phillipsport,119 Rodriguez Stream Apt. 644,707,140892,0.22,Low,Employed,0.55,0.1041
3083,Joshua Bright,bradley14@example.com,United States,Texas,Ruizshire,231 Rodriguez Run,634,25292,0.48,Low,Retired,0.1,0.01
3084,Melanie Black,rose27@example.org,United States,New York,West William,5591 Sara Way,624,101793,0.42,Medium,Employed,0.49,0.203
3085,Megan Woods,karen47@example.com,United States,Michigan,Darrellville,365 Melissa Forge Suite 047,593,60780,0.29,Low,Employed,0.69,0.1859
3086,Mary Martin,bennettwilliam@example.org,United States,California,Lake Frankmouth,35813 Downs River,778,74476,0.38,Medium,Retired,0.08,0.1499
3087,Michaela Brooks,anthony58@example.net,United States,Georgia,Christopherchester,35919 Rowe Knolls Apt. 292,763,128883,0.4,High,Employed,0.09,0.1828
3088,Mark Mcguire,michael55@example.com,United States,California,Olsonton,05487 Mary Ways,698,21460,0.16,Medium,Self-employed,0.23,0.268
3089,David Pearson,stephenanthony@example.com,United States,Florida,East Carolineshire,30017 Charlene Wall,437,114516,0.18,Medium,Student,0.09,0.459
3090,Karen Jordan,caitlinbrooks@example.org,United States,Texas,Tammystad,2156 Nelson Point Suite 374,697,37982,0.52,High,Employed,0.36,0.0989
3091,James Sosa,dcontreras@example.org,United States,California,Williamstown,871 Cook Parkway Suite 053,606,143874,0.48,Low,Employed,0.42,0.19
3092,Gabriel Lopez,hmyers@example.com,United States,Michigan,New Courtneychester,4600 Natalie Course,798,78248,0.29,Medium,Retired,0.22,0.1643
3093,Kristin Brock,pjohnson@example.com,United States,Illinois,Port Nathanielside,1994 Scott Bridge,749,50633,0.05,Medium,Employed,0.01,0.095
3094,Matthew Scott,ekeller@example.net,United States,Florida,New Thomaschester,534 Rodriguez Islands,460,37345,0.73,Medium,Employed,0.7,0.2977
3095,Debbie Johnson,staceycastro@example.net,United States,Pennsylvania,Connieburgh,15811 Sandy Passage,710,115686,0.38,Medium,Employed,0.12,0.3139
3096,Randy Walsh,cynthia15@example.org,Mexico,,New Michael,45089 Johnson Union,697,164187,0.32,Medium,Employed,0.01,0.3246
3097,Tristan Reyes PhD,sandovalann@example.org,United States,New York,Gloverborough,60506 Johnson Court Apt. 832,631,39093,0.6,Medium,Self-employed,0.5,0.2514
3098,Molly Williams,hillrhonda@example.net,United States,Pennsylvania,Andrewville,3173 Michelle Meadows,580,24187,0.44,Low,Employed,0.66,0.3377
3099,Dylan Fletcher,wrightjorge@example.com,United States,California,West Rachelstad,68926 Ryan Forges,826,104335,0.05,Low,Self-employed,0.16,0.1684
3100,Joshua Atkinson,ifrench@example.com,United States,Georgia,Sophiaburgh,69456 Gonzales Rest Apt. 195,715,18791,0.32,Medium,Retired,0.33,0.2831
3101,Keith White,brookeking@example.com,United States,Pennsylvania,Bradleyshire,307 Murphy Walks Suite 490,639,21069,0.86,Low,Employed,0.85,0.2255
3102,Robert Wells,diana50@example.net,United States,Florida,Port Karen,601 William Mills,482,25587,0.51,Medium,Employed,0.78,0.49
3103,Benjamin Mccullough,nealkatelyn@example.com,Canada,,Conleyland,10470 Ramirez Turnpike,723,42943,0.28,Medium,Retired,0.35,0.163
3104,Sarah Anderson,fharrison@example.net,United States,Texas,Jonathanbury,511 Ashley Lake,757,20556,0.19,Medium,Self-employed,0.3,0.1833
3105,Margaret Anderson,fpeterson@example.com,United States,Pennsylvania,South Michael,00088 May Hills Apt. 437,634,15000,0.23,Medium,Employed,0.11,0.3006
3106,Erika Bean,christiancampos@example.net,United States,California,Martinburgh,4881 Jennifer Park,709,24140,0.49,Medium,Employed,0.2,0.0751
3107,Teresa Rosales,youngsusan@example.com,Mexico,,East Steven,10253 Terrell Island,768,100105,0.36,High,Employed,0.01,0.2064
3108,Ashley Riddle,garrettautumn@example.org,United States,Florida,East Mark,4672 Briana Trail,663,21650,0.36,High,Employed,0.01,0.2283
3109,Peter Goodman,gonzalesmelissa@example.net,United States,Texas,North Aliciahaven,9558 Mcknight Cape,820,45605,0.06,Medium,Employed,0.23,0.0656
3110,Susan Sullivan,pmendoza@example.org,United States,California,Douglasbury,9660 Glover Fall Suite 372,609,284178,0.84,Low,Self-employed,0.38,0.4205
3111,William Wilson,ywhite@example.net,United States,Ohio,New Anthony,273 Jackson Port Apt. 426,712,57564,0.27,Medium,Employed,0.3,0.3243
3112,Rodney Mccoy,hosborn@example.net,United States,Pennsylvania,Joannaport,993 Chad Club Apt. 304,703,78749,0.51,Medium,Unemployed,0.04,0.2296
3113,Whitney Evans,robert50@example.com,United States,Pennsylvania,Davidfort,2404 Shea Court Suite 316,448,28089,0.56,High,Retired,0.82,0.3211
3114,Katelyn Brown,jefferywillis@example.com,United States,New York,Tateport,2120 Lara Spring Suite 058,631,337992,0.45,Medium,Employed,0.64,0.3669
3115,Tim Goodwin,burtonbrett@example.net,United States,Pennsylvania,Lake Mariemouth,2420 Rivera Brook,657,38830,0.41,Medium,Employed,0.63,0.0767
3116,Ruben Henderson,ogalvan@example.com,United States,Florida,Pittsberg,601 Klein Cape Suite 854,484,49887,0.1,Medium,Self-employed,0.81,0.4377
3117,Jeffrey Crawford,susanthomas@example.org,United States,California,Lake Kellyfurt,61718 Ruiz Shores Suite 837,386,171724,0.49,Medium,Self-employed,0.01,0.5984
3118,Dawn Pearson,shelley71@example.org,United States,California,North Whitney,58196 Jon Course,708,51772,0.22,Medium,Unemployed,0.1,0.2054
3119,Warren Allen,xjohns@example.net,United States,California,North Megan,153 Adrian Point Apt. 876,610,62212,0.31,Low,Employed,0.14,0.2465
3120,Jamie Johnson,johnsontanya@example.net,United States,North Carolina,West Aaron,581 Davis Ridge,764,47793,0.39,Low,Employed,0.11,0.1441
3121,Jessica Lee,xritter@example.org,United States,California,Lake Eddie,0181 Hansen Well Apt. 374,729,48056,0.24,Medium,Student,0.11,0.0426
3122,Austin Martin,hgolden@example.net,United States,New York,South Debbie,41521 Christopher Shoal,740,80531,0.23,High,Employed,0.33,0.2201
3123,Christine Williams,pwilliams@example.net,United States,New York,Port Linda,979 Valentine Forks,471,93186,0.54,Medium,Self-employed,0.71,0.4673
3124,Travis Manning,dawn08@example.net,United States,Florida,Newtonmouth,2072 Lynch Groves Apt. 376,771,35789,0.27,Medium,Employed,0.22,0.0105
3125,David Johnson,jessica52@example.net,United States,Florida,Breannaland,5494 Gary Junctions,620,32439,0.38,Medium,Retired,0.47,0.4971
3126,Nancy Hernandez,allison61@example.org,United States,Georgia,West Christopherbury,330 Patterson Valley,818,36779,0.32,Medium,Employed,0.13,0.0378
3127,Melissa Vasquez,heatheroneill@example.com,United States,California,North Christian,908 Julia Crossing Apt. 522,467,19516,0.32,Low,Self-employed,0.42,0.4144
3128,Amanda Armstrong,elainewilliams@example.com,United States,California,Port Davidville,30913 Crystal Rest,701,16775,0.39,Medium,Employed,0.12,0.2501
3129,Scott Carson,annarussell@example.net,United States,Michigan,Shorttown,143 Kathy Row,707,75942,0.41,Medium,Unemployed,0.39,0.1215
3130,Tommy Wagner,coxamy@example.com,United States,Texas,Whiteside,968 Stephen Point Suite 902,428,126864,0.42,Medium,Employed,0.31,0.4655
3131,Timothy Douglas,rnelson@example.org,United States,California,Justinview,702 Lindsey Landing,769,120190,0.05,Low,Employed,0.22,0.1476
3132,Margaret Spencer,davissteven@example.net,United States,North Carolina,Tonyaberg,3915 Kelly Pass,775,15000,0.49,Medium,Employed,0.1,0.1266
3133,Ashley Brown,maryryan@example.com,United States,New York,Butlerhaven,5367 Denise Extensions Suite 334,767,49214,0.34,Low,Retired,0.19,0.01
3134,Andrea Dorsey,tina96@example.com,United States,Texas,Faithton,446 Brooks Shores,472,24793,0.52,Medium,Employed,0.64,0.4685
3135,Lisa Frost,thomas07@example.org,United States,North Carolina,Sarahton,14022 Margaret Junction Suite 065,604,67170,0.66,Medium,Employed,0.41,0.01
3136,Philip Harrington,andrew44@example.org,United States,Texas,Melissaburgh,48848 Cortez Circles Apt. 745,440,42862,0.64,Medium,Employed,0.68,0.6476
3137,Troy Reynolds,laurageorge@example.net,United States,Texas,Adkinsmouth,089 Hahn Fort,697,96136,0.26,Low,Employed,0.5,0.01
3138,Donald Kim,jason40@example.net,United States,California,East Rogerton,55501 Jamie Via Suite 317,447,58963,0.73,High,Employed,0.59,0.376
3139,Todd Dominguez,masonwilliam@example.org,United States,Ohio,Lake Tommy,26101 Mcgee Vista Suite 263,749,15000,0.05,Medium,Employed,0.11,0.2196
3140,Michael Gibbs,terry88@example.com,United States,Florida,East Samantha,05420 Christopher Manor Suite 827,599,27620,0.11,Medium,Retired,0.58,0.2095
3141,Bobby Hicks,campbellsamuel@example.net,Canada,,South Jeremy,418 Lorraine Spurs Apt. 715,693,60151,0.49,Medium,Employed,0.02,0.1716
3142,Kelly Singh,stevenhale@example.com,United States,Ohio,Port Jamesville,463 Griffin Cove,314,64349,0.48,Medium,Self-employed,0.62,0.5708
3143,Douglas Sanford,dmitchell@example.org,United States,California,Walshborough,727 Bentley Summit Suite 931,707,19447,0.52,Medium,Retired,0.08,0.2967
3144,Jeremy Garcia,jenniferrivera@example.com,United States,Texas,South Charlesbury,73997 Beck Brooks,632,17515,0.66,High,Student,0.34,0.4418
3145,Gabrielle Yu,zmiller@example.com,United States,New York,Ericaview,35906 David Parkways,770,62629,0.05,High,Self-employed,0.17,0.0563
3146,Michelle Mason,cameronjustin@example.org,United States,Florida,Hayesmouth,997 Stevens Station,384,19478,0.18,Medium,Employed,0.42,0.5523
3147,Suzanne Bonilla,larmstrong@example.net,United States,Illinois,North Erikafurt,8360 Perkins Ranch,757,15757,0.05,Medium,Self-employed,0.18,0.104
3148,Taylor Valentine,lisaporter@example.net,United States,Florida,Lake Melissafort,381 Daniel Throughway,402,41935,0.16,Low,Employed,0.72,0.5834
3149,Jonathon Lee,kristy26@example.com,United States,North Carolina,South Natasha,4456 Jessica Villages Apt. 250,680,40507,0.26,Low,Employed,0.3,0.0427
3150,Joseph Meyer,vincent80@example.com,United States,California,Kevinfurt,7420 David Port Apt. 343,462,29651,0.67,Medium,Self-employed,0.08,0.4556
3151,Sharon Rosales,james88@example.org,United States,Ohio,Glennville,72492 Serrano Tunnel,772,34098,0.12,High,Retired,0.17,0.01
3152,Daniel Mcdaniel,jesus75@example.org,United Kingdom,,Lawsonchester,07215 Mark Avenue,764,60540,0.28,Medium,Employed,0.15,0.1544
3153,Andrew Jackson DVM,youngmegan@example.org,United States,North Carolina,East Edward,006 Smith Spur Suite 429,832,33653,0.33,Medium,Employed,0.12,0.1502
3154,Jacob Gonzales,gregorymurillo@example.org,United States,Texas,New Stephanie,822 Adams Turnpike,706,63358,0.38,Low,Employed,0.26,0.1237
3155,April Watson,hbrown@example.net,United States,Pennsylvania,East Benjaminfurt,4064 Nicholas Coves,776,44162,0.18,Medium,Employed,0.26,0.1387
3156,Danny Joseph,julieray@example.org,United States,California,New Derekburgh,23232 Jeff Ports,717,68467,0.18,Medium,Self-employed,0.16,0.1726
3157,Sara Shannon,tina73@example.com,United States,Ohio,Lake Amber,21491 Charles Center,762,120881,0.23,Medium,Employed,0.29,0.1109
3158,Michael Maynard,murphytimothy@example.net,United States,California,New Mackenzieshire,281 Randolph Way Apt. 519,750,117172,0.05,Low,Employed,0.2,0.0333
3159,Laura Acevedo,washingtonjohn@example.net,United States,Illinois,Gwendolynville,115 Pham Fords,413,167806,0.23,Medium,Employed,0.44,0.5535
3160,Mrs. Ebony Acevedo MD,emily88@example.org,United States,Texas,Port Ryanmouth,4562 Crystal Ridges,614,117068,0.33,High,Retired,0.7,0.3061
3161,Jeffrey Richardson DDS,chelseaanderson@example.net,United States,New York,Lake Gregory,56567 Nicole Manors,824,72464,0.21,High,Self-employed,0.17,0.115
3162,Brenda Roth,linda01@example.org,United States,Texas,Shahland,9725 John Summit,624,42330,0.36,High,Retired,0.5,0.3138
3163,Renee Ellis,allenhawkins@example.net,United States,Michigan,West Kelsey,619 Sheri Views Apt. 228,813,43905,0.06,Medium,Employed,0.24,0.1836
3164,Jamie Davis,hfloyd@example.net,United States,Pennsylvania,Keithview,0156 Gabriel Union Suite 819,653,29666,0.68,High,Retired,0.45,0.2569
3165,Nicole Daniels,sdunn@example.com,United States,California,South Alexandermouth,6497 Megan Drive,698,60091,0.4,High,Employed,0.29,0.1126
3166,Rodney Walker,jeremiah84@example.org,United States,Ohio,East Ricardohaven,269 Wagner Run,631,104601,0.05,High,Retired,0.5,0.3882
3167,Mrs. Patricia Williams,grace05@example.com,United States,Texas,East David,9803 Scott Junctions Suite 659,759,33505,0.05,High,Employed,0.19,0.2818
3168,Melissa Parsons,sherry44@example.net,United States,New York,Christianfort,920 Ramirez Lakes Suite 912,820,58117,0.05,High,Employed,0.01,0.01
3169,Stacy Hudson,sarah94@example.com,United States,North Carolina,North Mary,83299 Contreras Mount,399,34825,0.34,Low,Employed,0.62,0.6285
3170,April Ramirez,madison50@example.net,United Kingdom,,Ericchester,8641 Gonzalez Plaza Apt. 810,462,70790,0.2,Low,Employed,0.8,0.4963
3171,Hannah Martin,pittswilliam@example.net,United States,Illinois,Jennifershire,2311 Good Lane Suite 563,644,38580,0.58,Medium,Employed,0.57,0.1663
3172,Michael Hoover,jamescarpenter@example.org,United States,Georgia,Parrishtown,6407 Hood Throughway,685,33136,0.47,Medium,Student,0.4,0.1682
3173,Brandon Huynh,vbright@example.net,United States,Ohio,Jennifershire,839 Burnett Land,609,34753,0.54,Medium,Employed,0.5,0.2092
3174,Mary Martinez,xknapp@example.com,United States,Texas,Bergview,7640 Lewis Lights Suite 586,707,89559,0.34,Medium,Employed,0.59,0.0218
3175,Rodney Stevens,ngreene@example.org,United States,California,South Darrellton,623 Campbell Manors Apt. 851,765,55414,0.05,Low,Employed,0.39,0.0496
3176,Jonathan Carrillo,swest@example.org,China,,Roberthaven,333 Stevenson Centers Apt. 078,416,42500,0.62,Low,Employed,0.07,0.4126
3177,Douglas Bolton,harrissarah@example.net,United States,Pennsylvania,Woodston,5498 Courtney Lock,830,73800,0.27,Medium,Self-employed,0.24,0.2409
3178,Richard Snyder,sheppardelizabeth@example.com,United States,Texas,New Meghanfurt,4603 Walter Flats Apt. 428,841,42975,0.12,Low,Employed,0.11,0.01
3179,Dr. Walter Thomas MD,vhughes@example.com,United States,Florida,Sullivanberg,3906 Sarah Estate Suite 723,488,147445,0.78,Medium,Retired,0.42,0.4099
3180,Tommy Stevens,sjenkins@example.net,United States,California,Brooksmouth,164 Rachael Estate Suite 123,723,27471,0.44,High,Employed,0.28,0.1024
3181,Robin Morgan,sthompson@example.com,United States,Pennsylvania,Michelleshire,6482 Davis Union,823,51555,0.25,Medium,Student,0.03,0.0651
3182,Karen Roman,jameslittle@example.org,United States,Illinois,North Bethmouth,33156 Montes Branch Suite 330,769,19461,0.24,Medium,Employed,0.13,0.031
3183,Michael Brown,tnorris@example.net,United States,Michigan,Christopherside,9110 Alexander Plains Suite 586,613,45365,0.41,Low,Student,0.23,0.1698
3184,Taylor Brown,kayla16@example.org,United States,Texas,New Heather,1306 Mark Pine Suite 396,771,15619,0.11,Medium,Employed,0.17,0.0736
3185,Jose Smith,edwardsdenise@example.com,Canada,,Lake Lisatown,8402 Hines Gardens Suite 138,702,108776,0.41,High,Self-employed,0.13,0.0217
3186,Michael Avila,gina58@example.net,United States,Texas,South Ashley,7301 Anderson Club,812,110547,0.3,Medium,Employed,0.11,0.01
3187,Carolyn Phillips,bcoleman@example.org,United States,New York,Isabelmouth,1281 Gonzalez Mill,837,112121,0.35,Low,Employed,0.02,0.01
3188,Dana Webster,victoriacastro@example.com,United States,New York,Perezland,369 West Street Apt. 150,697,61273,0.29,High,Employed,0.4,0.1833
3189,Jessica Lynch MD,richard13@example.com,United States,California,West James,57120 Freeman Ridges,763,29616,0.06,High,Self-employed,0.26,0.01
3190,Jessica James,alyssahayes@example.org,United States,Texas,Port Casey,24564 Gilmore Fort Apt. 076,614,31562,0.2,Low,Employed,0.43,0.2725
3191,Joshua Graham,joseph59@example.org,United States,Georgia,South Anthonyshire,7161 Johns Row Suite 336,622,203645,0.54,Low,Employed,0.74,0.3589
3192,Michael Miller,ginalewis@example.org,United States,Florida,South Erikaland,36726 Alexander Canyon,696,188818,0.12,Medium,Self-employed,0.24,0.4045
3193,Allen Hardy,tara06@example.org,United States,Ohio,South Brooketon,804 Kelly Plaza Suite 116,714,66041,0.33,Low,Self-employed,0.24,0.3666
3194,Sherri Clarke,wsimpson@example.net,United States,California,New Ernest,34667 Randolph Locks Apt. 930,386,39635,0.73,High,Unemployed,0.15,0.4563
3195,Steven Bernard,broberts@example.com,United States,New York,Lake Tracyfort,508 Nathan Mission,736,178956,0.05,High,Employed,0.14,0.1717
3196,Dawn Grant,cynthia87@example.net,Germany,,West Josephmouth,10943 Michael Haven Suite 948,619,34351,0.66,Medium,Employed,0.25,0.4256
3197,Sandra Carson,ingramtaylor@example.net,United States,Ohio,North Natalie,398 Miranda Mission,708,71903,0.3,Medium,Employed,0.14,0.1557
3198,Michele White,lawrencejohn@example.com,United States,Illinois,Logantown,8943 Kimberly Passage Apt. 536,777,176586,0.08,Medium,Self-employed,0.06,0.1526
3199,Angela Murillo,csimpson@example.com,United States,Illinois,West Scott,805 Wright Turnpike Apt. 925,623,30666,0.64,Medium,Student,0.56,0.2355
3200,Aaron West,ashley18@example.net,United States,Illinois,West Betty,05876 Aguirre Stream,721,116236,0.59,Medium,Unemployed,0.5,0.1679
3201,Diana Miller,jessica14@example.org,United States,Ohio,Leahland,741 Mark Loop Apt. 262,828,90803,0.05,High,Student,0.09,0.1716
